Algorithm,Preprocessing,Split,SampleIndex,OriginalIndex,Features,ActualClass,PredictedClass,Correct,Confidence
KNN,raw,80-20,361,3409,11108;403.6180114746094;164.1064453125;86.64311981201172;0.849263608455658;11256;0.7968435883522034,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,362,3410,13932;462.0220031738281;187.78028869628906;95.78060150146484;0.8601344227790833;14180;0.7049180269241333,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,363,3411,11772;436.59600830078125;181.49266052246094;83.73271942138672;0.8872151374816895;11984;0.5720116496086121,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,364,3412,14960;482.1400146484375;199.54397583007812;96.21820068359375;0.8760663866996765;15149;0.6118609309196472,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,365,3413,10956;422.1719970703125;178.35186767578125;79.15714263916016;0.8961131572723389;11131;0.5731324553489685,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,366,3414,12818;439.9519958496094;179.20169067382812;91.86772155761719;0.8585977554321289;13005;0.6258177757263184,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,367,3415,11091;416.94500732421875;171.77407836914062;82.73455047607422;0.876365065574646;11292;0.6101331114768982,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,368,3416,10246;406.3710021972656;163.8946990966797;81.50821685791016;0.8675668239593506;10655;0.7071083784103394,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,369,3417,13710;467.4049987792969;193.88870239257812;90.85185241699219;0.8834224939346313;13915;0.7288676500320435,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,370,3418,11051;424.97601318359375;180.8719024658203;78.26737976074219;0.9015271067619324;11240;0.5680579543113708,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,371,3419,10690;404.6400146484375;165.3701934814453;83.37030792236328;0.8636199235916138;10855;0.6207897663116455,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,372,3420,11337;433.9779968261719;184.34811401367188;78.8676986694336;0.9038642644882202;11506;0.6566083431243896,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,373,3421,11088;430.5870056152344;184.72201538085938;77.0133056640625;0.9089456796646118;11263;0.6283577084541321,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,374,3422,12735;440.7330017089844;175.24607849121094;94.10066986083984;0.8436057567596436;13037;0.7996860146522522,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,375,3423,13607;461.0509948730469;190.51434326171875;91.71279907226562;0.8765033483505249;13772;0.6091413497924805,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,376,3424,10193;409.7950134277344;174.16961669921875;75.0309066772461;0.9024511575698853;10377;0.7564378380775452,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,377,3425,11883;440.5419921875;187.20535278320312;82.01986694335938;0.8989127278327942;12057;0.5621097683906555,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,378,3426,12154;448.06201171875;186.7820587158203;83.89810180664062;0.8934430480003357;12445;0.6292844414710999,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,379,3427,13629;470.6780090332031;202.24447631835938;86.40013122558594;0.9041541218757629;13785;0.5667650699615479,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,380,3428,11848;432.3689880371094;178.35079956054688;86.1173095703125;0.8757011294364929;12045;0.6002938747406006,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,381,3429,11923;439.7130126953125;183.15695190429688;83.90174865722656;0.8889075517654419;12116;0.5859255790710449,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,382,3430,13264;447.947998046875;175.38497924804688;98.2975845336914;0.8281764388084412;13502;0.6609527468681335,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,383,3431,11116;409.54400634765625;166.3851318359375;86.12647247314453;0.8556026220321655;11313;0.6218741536140442,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,384,3432,12200;447.2139892578125;191.1407012939453;81.57138061523438;0.9043644666671753;12367;0.5697473287582397,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,385,3433,13617;465.00299072265625;189.25547790527344;92.44890594482422;0.8725709915161133;13872;0.6161259412765503,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,386,3434,13270;459.8659973144531;188.89337158203125;90.74984741210938;0.8770336508750916;13507;0.5994488596916199,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,387,3435,10559;424.84698486328125;179.20773315429688;76.38801574707031;0.9046035408973694;10770;0.6703276038169861,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,388,3436,12005;440.2650146484375;180.68211364746094;85.73722839355469;0.8802448511123657;12319;0.603023886680603,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,389,3437,12128;441.7120056152344;184.30514526367188;84.94325256347656;0.8874605298042297;12327;0.6223316788673401,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,390,3438,11923;435.2869873046875;174.07080078125;88.94534301757812;0.8595972657203674;12187;0.6155394911766052,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,391,3439,11942;424.781005859375;168.7167510986328;91.57379913330078;0.8398836255073547;12188;0.789814829826355,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,392,3440,10877;424.57501220703125;175.6068878173828;80.03326416015625;0.8901065587997437;11152;0.61598140001297,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,393,3441,12676;431.7699890136719;172.60964965820312;94.47388458251953;0.8369189500808716;12872;0.7310265302658081,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,394,3442,12124;431.75201416015625;173.8032684326172;89.89888000488281;0.855837345123291;12389;0.7701200246810913,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,395,3443,12299;437.1319885253906;175.00462341308594;91.06095886230469;0.8539624810218811;12551;0.6234286427497864,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,396,3444,12799;443.4169921875;175.32969665527344;94.25945281982422;0.8431919813156128;13066;0.6316127181053162,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,397,3445,13414;459.28399658203125;191.06317138671875;90.2098388671875;0.8815200328826904;13611;0.7631564140319824,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,398,3446,14771;471.9100036621094;193.90542602539062;98.03417205810547;0.8627813458442688;14976;0.6148179173469543,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,399,3447,11146;425.9599914550781;179.80117797851562;79.56255340576172;0.8967670202255249;11302;0.5810655951499939,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,400,3448,13149;463.3110046386719;189.8730926513672;89.2320327758789;0.8826897740364075;13421;0.7871767282485962,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,401,3449,13880;479.635986328125;203.02256774902344;87.3761978149414;0.9026493430137634;14160;0.7682514786720276,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,402,3450,12432;446.4880065917969;183.415283203125;87.7301025390625;0.8781888484954834;12677;0.5873016119003296,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,403,3451,12962;456.7139892578125;185.9990997314453;90.16757202148438;0.8746393322944641;13224;0.60837322473526,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,404,3452,12826;452.8219909667969;181.85797119140625;91.52682495117188;0.8641191124916077;13129;0.6062009930610657,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,405,3453,12281;437.4590148925781;179.5417938232422;88.17609405517578;0.8710933923721313;12532;0.7457493543624878,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,406,3454,12622;458.2749938964844;189.6963348388672;86.54058837890625;0.8898742198944092;13019;0.7644137740135193,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,407,3455,12060;451.593994140625;187.8306884765625;82.86117553710938;0.8974342346191406;12367;0.5975029468536377,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,408,3456,11140;429.7969970703125;179.19674682617188;80.07656860351562;0.8946019411087036;11346;0.5891063213348389,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,409,3457,12421;464.6390075683594;200.59527587890625;79.92349243164062;0.9171980619430542;12699;0.5538166761398315,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,410,3458,12900;442.6860046386719;181.08026123046875;91.61207580566406;0.8625805377960205;13112;0.7875458002090454,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,411,3459,11307;437.8800048828125;181.03758239746094;80.66364288330078;0.8952506184577942;11662;0.7184521555900574,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,412,3460,11290;427.5899963378906;180.13841247558594;80.42607116699219;0.8947994709014893;11427;0.5725151896476746,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,413,3461,11415;426.1650085449219;173.8845977783203;85.3283462524414;0.8713182806968689;11634;0.596394956111908,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,414,3462,10767;428.35198974609375;181.7823028564453;75.89606475830078;0.9086719751358032;11002;0.699155867099762,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,415,3463,10516;423.3999938964844;175.92066955566406;77.73805236816406;0.8970679640769958;10787;0.6368701457977295,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,416,3464,11568;429.072998046875;178.33297729492188;83.63752746582031;0.8832000494003296;11790;0.7512176036834717,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,417,3465,12503;449.5989990234375;184.0143280029297;88.25849914550781;0.8774717450141907;12803;0.7816329002380371,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,418,3466,12496;449.7409973144531;181.1239013671875;89.78373718261719;0.8684918284416199;12870;0.6835512518882751,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,419,3467,11842;441.9100036621094;187.6987762451172;80.8131103515625;0.9025682210922241;12044;0.6324165463447571,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,420,3468,13130;463.27801513671875;184.31396484375;91.93473815917969;0.86672043800354;13485;0.7103825211524963,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,421,3469,13355;466.3160095214844;193.7286834716797;88.69730377197266;0.8890331387519836;13597;0.6054218411445618,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,422,3470,12653;441.4939880371094;176.01510620117188;93.18790435791016;0.84835284948349;12955;0.7648090124130249,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,423,3471,12518;460.85400390625;188.437744140625;86.61429595947266;0.8881032466888428;12903;0.7325608730316162,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,424,3472,13704;472.0610046386719;191.9680938720703;92.88043975830078;0.8751605153083801;14102;0.7474229335784912,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,425,3473,14561;487.6510009765625;202.9112091064453;92.16223907470703;0.8908998370170593;14862;0.700384795665741,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,426,3474,12729;458.385986328125;184.9995880126953;88.83807373046875;0.8771552443504333;13085;0.6021286845207214,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,427,3475,11215;421.17999267578125;179.53350830078125;79.69017791748047;0.8960894346237183;11373;0.5829002261161804,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,428,3476,12822;459.6809997558594;190.30259704589844;87.41133880615234;0.8882666826248169;13167;0.6559239029884338,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,429,3477,12770;451.739990234375;191.07308959960938;86.15909576416016;0.8925632238388062;12910;0.5809826850891113,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,430,3478,13316;445.04998779296875;179.4551239013672;95.03306579589844;0.8482696413993835;13517;0.8141354918479919,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,431,3479,11169;431.8009948730469;188.45394897460938;75.71424102783203;0.9157426953315735;11332;0.5386544466018677,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,432,3480,12071;441.17999267578125;178.04119873046875;87.77051544189453;0.8700413703918457;12442;0.7380166053771973,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,433,3481,10250;407.28900146484375;165.72189331054688;79.96314239501953;0.8758882284164429;10512;0.7223396897315979,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,434,3482,12730;454.4389953613281;186.89358520507812;87.86869812011719;0.8825845718383789;12943;0.6661433577537537,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,435,3483,12768;450.6000061035156;188.6433563232422;86.66716003417969;0.8882173895835876;12961;0.7981995344161987,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,436,3484,11182;429.5950012207031;181.4321746826172;79.18195343017578;0.8997395038604736;11389;0.6797568202018738,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,437,3485,12390;454.4909973144531;195.73446655273438;81.36215209960938;0.9095126986503601;12550;0.5983772873878479,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,438,3486,14753;495.260009765625;203.72470092773438;93.18321990966797;0.8892621994018555;15153;0.6346468329429626,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,439,3487,13742;484.3420104980469;195.28494262695312;91.24281311035156;0.8841362595558167;14224;0.672407865524292,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,440,3488,12981;451.3269958496094;183.76185607910156;91.07872772216797;0.8685311675071716;13231;0.7549287676811218,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,441,3489,11255;442.6180114746094;189.49684143066406;76.36518096923828;0.9152047038078308;11500;0.775351345539093,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,442,3490,13331;461.3089904785156;193.5599365234375;88.79623413085938;0.8885637521743774;13500;0.5795078873634338,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,443,3491,12914;464.17999267578125;182.70155334472656;91.95509338378906;0.8641072511672974;13385;0.6435120701789856,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,444,3492,11470;428.5360107421875;177.71078491210938;82.36468505859375;0.886109471321106;11663;0.6515564918518066,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,445,3493,12671;448.1199951171875;181.4938201904297;90.35111236572266;0.8672808408737183;12949;0.7406476736068726,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,446,3494,10879;427.135986328125;179.45077514648438;78.29277801513672;0.8998056054115295;11110;0.7354651093482971,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,447,3495,13308;464.13299560546875;196.2423095703125;87.26089477539062;0.8956999778747559;13486;0.5975215435028076,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,448,3496,12448;438.9150085449219;174.413330078125;92.27671813964844;0.848578691482544;12750;0.6817086338996887,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,449,3497,11963;432.2980041503906;177.85711669921875;86.44562530517578;0.8739367127418518;12162;0.8091856241226196,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,450,3498,12357;447.3909912109375;186.28785705566406;85.0143051147461;0.8897953033447266;12602;0.7636262774467468,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,451,3499,11049;412.8139953613281;169.61973571777344;83.3963623046875;0.8707835078239441;11244;0.7923838496208191,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,452,3500,12310;438.1619873046875;177.79843139648438;89.22602844238281;0.864961564540863;12528;0.7858784198760986,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,453,3501,11381;434.3179931640625;174.8636932373047;85.03392028808594;0.873799204826355;11692;0.6018508672714233,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,454,3502,12193;433.9570007324219;170.4727783203125;92.6531753540039;0.8394045233726501;12558;0.6246733665466309,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,455,3503,12259;440.0299987792969;177.31454467773438;89.53556823730469;0.8631466627120972;12533;0.7241420149803162,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,456,3504,13058;451.3139953613281;181.87367248535156;92.20594024658203;0.8619590401649475;13310;0.6280904412269592,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,457,3505,9929;395.87200927734375;164.90814208984375;77.17048645019531;0.8837494254112244;10070;0.6133555769920349,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,458,3506,12343;443.6130065917969;177.4236297607422;90.40623474121094;0.8604409694671631;12712;0.6629605889320374,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,459,3507,10847;417.92401123046875;170.36679077148438;82.47300720214844;0.8750177025794983;11107;0.7463189959526062,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,460,3508,11012;428.23699951171875;176.37896728515625;80.69747161865234;0.8891976475715637;11325;0.7587157487869263,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,461,3509,11077;427.66400146484375;181.1168670654297;78.34978485107422;0.901589572429657;11275;0.5552380681037903,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,462,3510,11893;441.3999938964844;182.08619689941406;84.24276733398438;0.8865393400192261;12092;0.5783970355987549,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,463,3511,12330;433.0690002441406;173.93455505371094;91.46205139160156;0.8505824208259583;12550;0.6842397451400757,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,464,3512,10824;416.4150085449219;170.8782196044922;81.7323989868164;0.8781922459602356;11046;0.5905073881149292,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,465,3513,11119;419.7279968261719;174.08106994628906;82.1559066772461;0.8816304206848145;11314;0.7695874571800232,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,466,3514,11161;420.9100036621094;169.3504638671875;85.33821868896484;0.8637533187866211;11363;0.6805487871170044,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,467,3515,12237;438.156005859375;178.05892944335938;88.28736114501953;0.8684183359146118;12489;0.6308382153511047,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,468,3516,12103;446.08099365234375;181.47109985351562;86.55187225341797;0.8789327144622803;12444;0.5746913552284241,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,469,3517,10891;406.5710144042969;159.8688201904297;87.57321166992188;0.8366213440895081;11103;0.6759558320045471,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,470,3518,10413;427.3680114746094;183.97604370117188;72.4298324584961;0.9192425608634949;10591;0.7713333368301392,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,471,3519,11221;418.5610046386719;168.1425018310547;85.76485443115234;0.8601314425468445;11455;0.7677202820777893,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,472,3520,11084;435.1449890136719;180.9138946533203;79.56829833984375;0.8980893492698669;11451;0.6079421043395996,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,473,3521,11883;438.218994140625;178.86167907714844;86.5658950805664;0.8750777840614319;12204;0.6712800860404968,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,474,3522,11593;435.3909912109375;182.1506805419922;81.85136413574219;0.8933504223823547;11845;0.6928640007972717,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,475,3523,13241;458.010986328125;184.9142303466797;93.20130920410156;0.8636893630027771;13560;0.7781042456626892,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,476,3524,10759;401.927001953125;158.9398651123047;87.47952270507812;0.8349051475524902;10955;0.6192229986190796,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,477,3525,10690;411.3840026855469;169.08860778808594;81.66603088378906;0.875632643699646;10915;0.6611008048057556,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,478,3526,10192;404.1820068359375;171.13255310058594;76.47444915771484;0.894597589969635;10346;0.6105918884277344,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,479,3527,13140;467.0169982910156;192.61575317382812;89.4725570678711;0.885566234588623;13570;0.6389185786247253,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,480,3528,11295;430.6199951171875;179.13636779785156;81.1850357055664;0.8914076089859009;11516;0.6912484765052795,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,481,3529,11004;412.22698974609375;171.55355834960938;82.59552001953125;0.876470148563385;11199;0.698932945728302,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,482,3530,11287;419.9179992675781;170.10755920410156;85.72703552246094;0.8637282848358154;11557;0.6696926355361938,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,483,3531,10919;428.3489990234375;179.68310546875;77.92034149169922;0.9010793566703796;11143;0.5958201289176941,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,484,3532,10309;396.53900146484375;161.23341369628906;81.93710327148438;0.861245334148407;10478;0.7075497508049011,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,485,3533,12043;441.156005859375;175.5320587158203;88.68824768066406;0.862970769405365;12376;0.6677201390266418,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,486,3534,10712;417.2510070800781;174.89871215820312;79.08196258544922;0.8919375538825989;10940;0.5838238596916199,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,487,3535,12345;448.7690124511719;180.52049255371094;88.84284973144531;0.8705114126205444;12676;0.5949971079826355,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,488,3536,12263;438.13800048828125;175.74044799804688;90.18716430664062;0.8582786917686462;12634;0.7183107137680054,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,489,3537,11036;435.4989929199219;186.0784149169922;76.30805969238281;0.9120470881462097;11305;0.5975741744041443,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,490,3538,12590;447.5320129394531;180.0244598388672;89.97459411621094;0.8661460876464844;12875;0.6691113710403442,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,491,3539,9273;406.4020080566406;173.41409301757812;68.80253601074219;0.9179254770278931;9445;0.5300977826118469,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,492,3540,11717;439.7300109863281;182.04054260253906;82.6197280883789;0.8910763263702393;11965;0.5614817142486572,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,493,3541,11359;422.84698486328125;171.239990234375;85.91520690917969;0.8650277853012085;11665;0.6596399545669556,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,494,3542,11136;417.7669982910156;170.42234802246094;84.60591888427734;0.868066132068634;11384;0.7846121191978455,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,495,3543,8679;380.60101318359375;158.23526000976562;70.78799438476562;0.8943544030189514;8889;0.7180441617965698,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,496,3544,12777;462.66900634765625;183.2349090576172;90.69457244873047;0.8689138293266296;13148;0.5724462270736694,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,497,3545,10669;403.67498779296875;164.54737854003906;83.43628692626953;0.8619075417518616;10885;0.7138364911079407,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,498,3546,12981;449.61700439453125;177.62295532226562;94.24237060546875;0.8476377129554749;13389;0.6514604091644287,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,499,3547,10534;409.3399963378906;163.8759307861328;83.27369689941406;0.8612681031227112;10899;0.7261322140693665,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,500,3548,10842;415.65899658203125;169.43460083007812;82.63616943359375;0.8730016946792603;11153;0.7330628633499146,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,501,3549,11274;422.6629943847656;174.38633728027344;82.87808227539062;0.8798477649688721;11459;0.7405412793159485,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,502,3550,11472;420.2569885253906;174.82525634765625;83.87501525878906;0.8773971199989319;11617;0.7422360181808472,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,503,3551,10847;417.6700134277344;168.35777282714844;82.870849609375;0.8704648017883301;11152;0.6241081953048706,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,504,3552,10982;411.5740051269531;164.91136169433594;86.45071411132812;0.8515796065330505;11289;0.7037938833236694,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,505,3553,10736;417.3949890136719;178.90367126464844;76.73338317871094;0.9033477306365967;10901;0.7433873414993286,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,506,3554,8850;381.4339904785156;159.25120544433594;71.76094818115234;0.892718493938446;9063;0.572519063949585,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,507,3555,12959;473.6099853515625;206.2255096435547;80.63357543945312;0.9203919172286987;13309;0.5951593518257141,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,508,3556,12150;435.90399169921875;175.48321533203125;89.56684112548828;0.8599364161491394;12460;0.7105262875556946,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,509,3557,12583;451.8190002441406;180.2173309326172;90.56421661376953;0.8645610213279724;12901;0.6078450083732605,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,510,3558,8968;390.4909973144531;166.47694396972656;69.36820983886719;0.9090515971183777;9150;0.7897146940231323,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,511,3559,9759;391.4840087890625;159.02813720703125;79.177978515625;0.867242157459259;9999;0.7321080565452576,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,512,3560,12536;460.28399658203125;195.9936981201172;82.31514739990234;0.9075292944908142;12778;0.6480562686920166,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,513,3561,13093;470.1000061035156;197.197021484375;85.79728698730469;0.9003897905349731;13358;0.5573861002922058,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,514,3562,10663;403.2550048828125;163.936279296875;83.7474136352539;0.8596677780151367;10884;0.65217125415802,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,515,3563,10972;425.3999938964844;178.52015686035156;78.78364562988281;0.8973522186279297;11192;0.7209409475326538,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,516,3564,11302;418.20098876953125;167.57505798339844;86.95643615722656;0.8548286557197571;11591;0.6235586404800415,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,517,3565,10443;404.9849853515625;165.2056121826172;81.7027816772461;0.8691479563713074;10701;0.6189544796943665,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,518,3566,12582;446.2900085449219;180.48826599121094;89.40398406982422;0.8686962723731995;12801;0.7033765912055969,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,519,3567,10611;414.4020080566406;171.14273071289062;79.86785888671875;0.884429395198822;10874;0.7139204740524292,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,520,3568,12142;443.5150146484375;177.7447509765625;88.197509765625;0.8682064414024353;12459;0.6156264543533325,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,521,3569,9669;388.60699462890625;151.43846130371094;83.59090423583984;0.8338577747344971;10012;0.7338899374008179,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,522,3570,10534;423.6210021972656;176.34371948242188;77.70800018310547;0.8976730704307556;10826;0.8042449355125427,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,523,3571,10595;403.82000732421875;163.12149047851562;83.77961730957031;0.8580281734466553;10832;0.6192285418510437,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,524,3572,11500;442.3340148925781;178.8392791748047;84.1364974975586;0.8824220299720764;12070;0.5880247354507446,Osmancik,Osmancik,1,0.6667
KNN,raw,80-20,525,3573,12776;457.47100830078125;184.2328643798828;89.64103698730469;0.8736450672149658;13089;0.743006706237793,Osmancik,Cammeo,0,0.6667
KNN,raw,80-20,526,3574,11483;437.0249938964844;185.75238037109375;79.08173370361328;0.9048467874526978;11665;0.5750700831413269,Osmancik,Osmancik,1,1.0000
KNN,raw,80-20,527,3575,14186;484.05999755859375;201.1923065185547;91.25877380371094;0.8912106156349182;14560;0.7665207982063293,Osmancik,Cammeo,0,1.0000
KNN,raw,80-20,528,3576,12008;433.2340087890625;184.12741088867188;83.70603942871094;0.8906909227371216;12129;0.6440332531929016,Osmancik,Osmancik,1,1.0000
